"MaTinh","TenTinh","MaQuanHuyen","TenQuanHuyen","MaPhuongXa","TenPhuongXa","LoaiHinh","LoaiDoThi"
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","25441","Phường Minh Hưng","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","25450","Xã Nha Bích","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","25993","Phường Trảng Dài","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26005","Phường Hố Nai","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26017","Phường Tam Hiệp","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26020","Phường Long Bình","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26041","Phường Trấn Biên","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26068","Phường Biên Hòa","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26080","Phường Long Khánh","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26089","Phường Bình Lộc","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26098","Phường Bảo Vinh","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26104","Phường Xuân Lập","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26113","Phường Hàng Gòn","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26116","Phường Tân Phú","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26119","Xã Đak Lua","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26122","Xã Nam Cát Tiên","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26134","Xã Tà Lài","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26158","Xã Phú Lâm","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26170","Phường Trị An","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26173","Xã Phú Lý","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26179","Xã Tân An","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26188","Phường Tân Triều","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26206","Xã Định Quán","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26209","Xã Thanh Sơn","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26215","Xã Phú Vinh","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26221","Xã Phú Hòa","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26227","Xã La Ngà","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26248","Phường Trảng Bom","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26254","Xã Bàu Hàm","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26278","Xã Bình Minh","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26281","Xã Hưng Thịnh","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26296","Xã An Viễn","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26299","Xã Thống Nhất","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26311","Xã Gia Kiệm","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26326","Phường Dầu Giây","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26332","Xã Xuân Quế","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26341","Xã Cẩm Mỹ","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26347","Xã Xuân Đường","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26359","Xã Xuân Đông","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26362","Xã Sông Ray","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26368","Phường Long Thành","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26374","Phường Tam Phước","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26377","Phường Phước Tân","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26380","Phường Long Hưng","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26383","Xã An Phước","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26389","Xã Bình An","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26413","Xã Long Phước","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26422","Xã Phước Thái","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26425","Phường Xuân Lộc","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26428","Xã Xuân Bắc","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26434","Xã Xuân Thành","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26446","Xã Xuân Hòa","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26458","Xã Xuân Phú","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26461","Xã Xuân Định","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26485","Phường Nhơn Trạch","Phường",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26491","Xã Đại Phước","Xã",""
"75","Thành phố Đồng Nai","75","Tỉnh Đồng Nai","26503","Xã Phước An","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25747","Phường Thủ Dầu Một","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25750","Phường Phú Lợi","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25760","Phường Bình Dương","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25768","Phường Phú An","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25771","Phường Chánh Hiệp","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25777","Xã Dầu Tiếng","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25780","Xã Minh Thạnh","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25792","Xã Long Hòa","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25807","Xã Thanh An","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25813","Phường Bến Cát","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25819","Xã Trừ Văn Thố","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25822","Xã Bàu Bàng","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25837","Phường Chánh Phú Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25840","Phường Long Nguyên","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25843","Phường Tây Nam","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25846","Phường Thới Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25849","Phường Hòa Lợi","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25858","Xã Phú Giáo","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25864","Xã Phước Thành","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25867","Xã An Long","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25882","Xã Phước Hòa","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25888","Phường Tân Uyên","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25891","Phường Tân Khánh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25906","Xã Bắc Tân Uyên","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25909","Xã Thường Tân","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25912","Phường Vĩnh Tân","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25915","Phường Bình Cơ","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25920","Phường Tân Hiệp","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25942","Phường Dĩ An","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25945","Phường Tân Đông Hiệp","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25951","Phường Đông Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25966","Phường Lái Thiêu","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25969","Phường Thuận Giao","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25975","Phường An Phú","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25978","Phường Thuận An","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","25987","Phường Bình Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26506","Phường Vũng Tàu","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26526","Phường Tam Thắng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26536","Phường Rạch Dừa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26542","Phường Phước Thắng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26545","Xã Long Sơn","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26560","Phường Bà Rịa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26566","Phường Long Hương","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26572","Phường Tam Long","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26575","Xã Ngãi Giao","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26584","Xã Xuân Sơn","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26590","Xã Bình Giã","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26596","Xã Châu Đức","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26608","Xã Kim Long","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26617","Xã Nghĩa Thành","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26620","Xã Hồ Tràm","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26632","Xã Xuyên Mộc","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26638","Xã Bàu Lâm","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26641","Xã Hòa Hội","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26647","Xã Hòa Hiệp","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26656","Xã Bình Châu","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26659","Xã Long Điền","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26662","Xã Long Hải","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26680","Xã Đất Đỏ","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26686","Xã Phước Hải","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26704","Phường Phú Mỹ","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26710","Phường Tân Hải","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26713","Phường Tân Phước","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26725","Phường Tân Thành","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26728","Xã Châu Pha","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26732","Đặc khu Côn Đảo","Đặc khu",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26737","Phường Tân Định","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26740","Phường Sài Gòn","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26743","Phường Bến Thành","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26758","Phường Cầu Ông Lãnh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26767","Phường An Phú Đông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26773","Phường Thới An","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26782","Phường Tân Thới Hiệp","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26785","Phường Trung Mỹ Tây","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26791","Phường Đông Hưng Thuận","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26800","Phường Linh Xuân","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26803","Phường Tam Bình","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26809","Phường Hiệp Bình","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26824","Phường Thủ Đức","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26833","Phường Long Bình","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26842","Phường Tăng Nhơn Phú","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26848","Phường Phước Long","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26857","Phường Long Phước","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26860","Phường Long Trường","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26876","Phường An Nhơn","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26878","Phường An Hội Đông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26882","Phường An Hội Tây","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26884","Phường Gò Vấp","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26890","Phường Hạnh Thông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26898","Phường Thông Tây Hội","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26905","Phường Bình Lợi Trung","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26911","Phường Bình Quới","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26929","Phường Bình Thạnh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26944","Phường Gia Định","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26956","Phường Thạnh Mỹ Tây","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26968","Phường Tân Sơn Nhất","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26977","Phường Tân Sơn Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26983","Phường Bảy Hiền","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","26995","Phường Tân Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27004","Phường Tân Bình","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27007","Phường Tân Sơn","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27013","Phường Tây Thạnh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27019","Phường Tân Sơn Nhì","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27022","Phường Phú Thọ Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27028","Phường Phú Thạnh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27031","Phường Tân Phú","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27043","Phường Đức Nhuận","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27058","Phường Cầu Kiệu","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27073","Phường Phú Nhuận","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27094","Phường An Khánh","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27097","Phường Bình Trưng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27112","Phường Cát Lái","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27139","Phường Xuân Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27142","Phường Nhiêu Lộc","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27154","Phường Bàn Cờ","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27163","Phường Hòa Hưng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27169","Phường Diên Hồng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27190","Phường Vườn Lài","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27211","Phường Hòa Bình","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27226","Phường Phú Thọ","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27232","Phường Bình Thới","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27238","Phường Minh Phụng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27259","Phường Xóm Chiếu","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27265","Phường Khánh Hội","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27286","Phường Vĩnh Hội","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27301","Phường Chợ Quán","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27316","Phường An Đông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27343","Phường Chợ Lớn","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27349","Phường Phú Lâm","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27364","Phường Bình Phú","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27367","Phường Bình Tây","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27373","Phường Bình Tiên","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27418","Phường Chánh Hưng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27424","Phường Bình Đông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27427","Phường Phú Định","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27439","Phường Bình Hưng Hòa","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27442","Phường Bình Tân","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27448","Phường Bình Trị Đông","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27457","Phường Tân Tạo","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27460","Phường An Lạc","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27475","Phường Tân Hưng","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27478","Phường Tân Thuận","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27484","Phường Phú Thuận","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27487","Phường Tân Mỹ","Phường",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27496","Xã Tân An Hội","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27508","Xã An Nhơn Tây","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27511","Xã Nhuận Đức","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27526","Xã Thái Mỹ","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27541","Xã Phú Hòa Đông","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27544","Xã Bình Mỹ","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27553","Xã Củ Chi","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27559","Xã Hóc Môn","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27568","Xã Đông Thạnh","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27577","Xã Xuân Thới Sơn","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27592","Xã Bà Điểm","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27595","Xã Tân Nhựt","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27601","Xã Vĩnh Lộc","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27604","Xã Tân Vĩnh Lộc","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27610","Xã Bình Lợi","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27619","Xã Bình Hưng","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27628","Xã Hưng Long","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27637","Xã Bình Chánh","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27655","Xã Nhà Bè","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27658","Xã Hiệp Phước","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27664","Xã Cần Giờ","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27667","Xã Bình Khánh","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27673","Xã An Thới Đông","Xã",""
"79","Thành phố Hồ Chí Minh","79","Thành phố Hồ Chí Minh","27676","Xã Thạnh An","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25459","Phường Tân Ninh","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25480","Phường Bình Minh","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25486","Xã Tân Biên","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25489","Xã Tân Lập","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25498","Xã Thạnh Bình","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25510","Xã Trà Vong","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25516","Xã Tân Châu","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25522","Xã Tân Đông","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25525","Xã Tân Hội","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25531","Xã Tân Hòa","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25534","Xã Tân Thành","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25549","Xã Tân Phú","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25552","Xã Dương Minh Châu","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25567","Phường Ninh Thạnh","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25573","Xã Cầu Khởi","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25579","Xã Lộc Ninh","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25585","Xã Châu Thành","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25588","Xã Hảo Đước","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25591","Xã Phước Vinh","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25606","Xã Hòa Hội","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25621","Xã Ninh Điền","Xã",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25630","Phường Long Hoa","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25633","Phường Thanh Điền","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25645","Phường Hòa Thành","Phường",""
"80","Tỉnh Tây Ninh","80","Tỉnh Tây Ninh","25654","Phường Gò Dầu","Phường",""
